date,aircraft_type,registration,operator,fatalities,location,category,narrative,aircraft_damage,phase,nature,departure_airport,destination_airport,other_fatalities,msn,fatalities_breakdown,aircraft_type_detailed,operator_detailed,location_detailed,country,class,class_name,confidence_score
13-Mar-25,Cessna 525A Citation CJ2+,N525CZ,LBL 525 CZ LLC,1,"near Mesquite Metro Airport (KHQZ), Mesquite, TX",w/o,"On March 13, 2025, about 0733 central daylight time, a Cessna 525A airplane, N525CZ, was destroyed when it was involved in an accident near Mesquite, Texas. The pilot was fatally injured. The airplane was operated under the provisions of Title 14 Code of Federal Regulations Part 91 as a positioning flight.According to the airplaneâs owner/operator, the pilot intended to depart the Mesquite Metro Airport (KHQZ), Mesquite, Texas, and was en route to Addison Airport (KADS), Dallas, Texas, to pick up passengers, and continue on to an undetermined destination. The fixed based operator manager at KHQZ stated that the pilot requested a fuel top off before departure, and the airplane was fueled with 224 gallons of Jet-A fuel.The KHQZ tower controller stated that the airplane was cleared to KADS via a left downwind departure which would have involved a left climbing turn on departure.ADS-B flight track data showed that after the airplane departed to the south from runway 18, at 0733:21, it entered a right turn and climbed to about 950 ft mean sea level, or about 500 ft above ground level. At 0733:45, the airplane began a descent while still in a right turn and impacted terrain. A postimpact fire ensued. The last recorded point was at 0733:52, with an estimated flight time of 31 seconds.The pilot was in radio communications with the tower controller at KHQZ, and no distress calls were received from the pilot.Witnesses reported they saw the airplane in a descending, right bank turn. There were no reports of fire or smoke trailing the airplane.The airplane impacted a heavily wooded area with several winding creeks to the southsouthwest of KHQZ. The airplane was fragmented, and the debris path was about 450 ft in length, oriented on a magnetic heading of 270Â°. A postimpact fire consumed portions of the airplane. All major components were located in the debris path.The airplane was equipped with a cockpit voice recorder (CVR). The CVR was recovered from the empennage section of the airplane and was sent to the National Transportation Safety Board Vehicle Recorders Laboratory, Washington, DC, for processing and readout. In addition, the airplaneâs engines were equipped with Full Authority Digital Engine Control (FADEC) modules which were located and shipped to the manufactureâs facility for data download.The wreckage was recovered from the accident site and transported to a secure location for further examination.According to information on file with the Federal Aviation Administration, the pilot held a commercial pilot certificate with ratings for airplane single-engine land, airplane multi-engine land, and instrument airplane. He had several type ratings including one for single pilot operations of a Cessna 525, issued on December 16, 2018. On his most recent application for medical certificate, dated December 8, 2023, the pilot reported he had flown about 6,800 total hours, and listed his occupation as a self-employed pilot.",Destroyed,Initial climb,Ferry/positioning,"Mesquite Metro Airport, TX (KHQZ)","Dallas-Addison Airport, TX (ADS/KADS)",0,525A0380,Fatalities: 1 / Occupants: 1,Cessna 525A Citation CJ2+,LBL 525 CZ LLC,"near Mesquite Metro Airport (KHQZ), Mesquite, TX -United States of America",,LOC-I,Loss of control - inflight,0.9
4-Mar-25,Honda HA-420 HondaJet,N524HJ,Ashy M LLC,0,"San Antonio International Airport (SAT/KSAT), San Antonio, TX",sub,"The pilot reported that although the wind was high and forecast for a crosswind, he believed he could complete the flight before the wind changed. He stated that the wind at the destination did change, but he continued the landing. The pilot stated that the landing was successful, but the airplane was hit by several crosswind gusts and the airplane became uncontrollable. The airplane did a 360Â° turn on the runway and was headed off the left side of the runway before control was regained. The airplane traveled across the grass and came to rest on the west taxiway. The airplane sustained substantial damage to the right wing. The pilot reported no mechanical failures or malfunctions that would have precluded normal operation. Reported wind about the time of the accident was from 270Â° at 19 kts gusting to 36 kts.Probable Cause: The pilotâs failure to maintain directional control during a gusty crosswind landing.","Substantial, written off",Landing,Ferry/positioning,"Austin Executive Airport, TX (KEDC)","San Antonio International Airport, TX (SAT/KSAT)",0,42000077,Fatalities: 0 / Occupants: 1,Honda HA-420 HondaJet,Ashy M LLC,"San Antonio International Airport (SAT/KSAT), San Antonio, TX -United States of America",,AMAN,Abrupt maneuvre,0.9
2-Mar-25,Boeing 737 MAX 8,N8776L,Southwest Airlines,0,"near San Diego, CA",non,"A Southwest Airlines Boeing 737 MAX 8, N8776L, encountered turbulence, seriously injuring one crew member.The NTSB reported that the accident occurred in March 2, 2025 near San Francisco.On that date the aircraft N8776L operated on a flight to and from San Diego, not San Francisco.",,En route,Passenger - Scheduled,"Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL)","San Diego International Airport, CA (SAN/KSAN)",0,67761/8356,Fatalities: 0 / Occupants: 176,Boeing 737 MAX 8,Southwest Airlines,"near San Diego, CA -United States of America",,LOC-I,Loss of control - inflight,0.9
28-Feb-25,Swearingen SA226-TC Metro II,C-GKPX,SkyCare Air Ambulance,0,"Thunder Bay Airport, ON (YQT)",sub,"SkyCare Air Ambulance flight PHX264, a Metro II, suffered an accident on takeoff from Thunder Bay Airport, ON (YQT).The aircraft taxied for takeoff from Runway 07, lining up with centre of the runway at the intersection of Runway 12/21. The power levers were advanced, the flight crew saw 2 positive torques, the BETA lights extinguished, and takeoff power was set. The aircraft accelerated to 80 knots normally. The pilot flying applied up elevator to reduce the weight on the nose wheel. Shortly after raising the nose wheel, the flight crew felt the aircraft pull hard left and a call was made to reject the takeoff. During the recovery with slippery runway conditions and reduced traction, the aircraft started to swerve. The aircraft turned to the right, then back to the left, and back to the right. Control of the aircraft was regained with the use of braking, nose wheel steering and reverse power. The flight crew at some point in the recovery process felt a thud on the left main gear. The aircraft came to a stop on the runway centreline. The flight crew asked Thunder Bay Radio to close their flight plan and advised that they were returning to the apron. On the apron, the flight crew shutdown the engines and exited the aircraft. Upon exiting the aircraft, the flight crew noticed a significant amount of fuel leaking from the left inner wing and gear area. The crew requested assistance from the operatorâs maintenance and the airport refueller to control the fuel leak.The operatorâs maintenance inspected the aircraft and found structural damage to the left nacelle area skins and the left main gear attachment points.An airfield inspection found no runway lights were damaged. A runway condition report issued 1 hour before the event reported that Runway 07âs centre 100-foot width had 30% coverage of 1/8 inch dry snow and the remaining runway width reported as 6 inches in dry snow.A runway condition report issued approximately 45 minutes after the event reported that Runway 07âs centre 120-foot width was 20% coverage of 1/8 inch dry snow and 30% coverage of frost with the remaining runway width reported as 11 inches in dry snow.",Substantial,Take off,Ambulance,"Thunder Bay Airport, ON (YQT/CYQT)","Sioux Lookout Airport, ON (YXL/CYXL)",0,TC-264,Fatalities: 0 / Occupants: 3,Swearingen SA226-TC Metro II,SkyCare Air Ambulance,"Thunder Bay Airport, ON (YQT) -Canada",,AMAN,Abrupt maneuvre,0.95
14-Feb-25,Cessna 208A Cargomaster,N40EA,Eagle Air Transport Inc opb Skydive Palatka,1,"near Pierson, FL",w/o,"On February 14, 2025, at 1840 eastern standard time, a Cessna 208, N40EA, was substantially damaged when it was involved in an accident near Pierson, Florida. The commercial pilot was fatally injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 positioning flight.The non-instrument-rated commercial pilot departed from Sebastian Municipal Airport (X26), Sebastian, Florida at 1752 and was enroute to Palatka Municipal Airport/Lt. Kay Larkin Field (28J), Palatka, Florida, which was located about 125 nautical miles (nm) to the north-northwest. The purpose of the flight was to reposition the airplane for a scheduled skydiving operation the following day.Preliminary ADS-B data provided by the Federal Aviation Administration (FAA) showed that shortly after departure, during the initial enroute portion of the flight, the pilot followed Interstate 95 North on a track of about 344Â°, at an altitude of 1,700 ft mean sea level (msl), for about 50 nm. The pilot turned left to about 270Â° over the city of Deland, Florida and climbed the airplane to 3,100 ft msl. After passing over the city, the pilot turned right to a ground track of about 024Â° while continuing to climb to a maximum altitude of 3,300 ft msl; the turn and new direction was about 35Â° right of the straight line course and 30 nm south of the destination airport (28J).The reported weather along the route of flight and near the accident site consisted of twilight conditions (dusk), with scattered and overcast clouds between 2,700 to 3,300 ft msl and 7 to 10 miles visibility. At the destination airport, there were few clouds reported at 1,800 ft.About 5 nm into the new track, the airplaneâs altitude began to steadily decrease, and its vertical speed oscillated between positive and negative values prior to the airplane entering a descending 180Â° turn to the right. The descent rate increased steadily to greater than -12,000 ft per minute (fpm) until the data ended. The final ADS-B target was on a track of 209Â° at 400 ft msl (about 370 ft above ground level), and at a groundspeed of 182 kts.The airplane impacted a densely wooded swamp at an elevation of 53 ft. The wreckage was scattered along a fan-like pattern from the primary impact point and was oriented on a 279Â° magnetic heading with a debris field that was about 75 yards long. The initial impact point were the tops of 65-ft-tall trees with associated tree and limb fractures progressively lower to the terrain where the propeller and engine assembly impacted the ground creating a 30-inchdeep crater. The propeller assembly buried into the ground. The main body of the wreckage consisting of the fuselage and cockpit was discovered wrapped around trees. Both wings and the empennage separated during impact and the debris field contained severely fragmented parts consistent with a high energy impact. The accident site and debris field was covered in 2 ft deep water, mud, and densely populated palmetto trees.The accident site had the strong odor of jet fuel and there was a fuel slick in the water. There was no evidence of a post impact fire observed at the accident site and no evidence of an inflight fire was observed on the airplane wreckage.About 90% of the airplane was recovered and all flight control surfaces and major components were accounted for at the accident site. Both wings were impact-separated and fragmented. All flight control surfaces were accounted for and impact damaged. Flight control continuity could not be confirmed due to the severity of the wreckage fragmentation; however, all control cables what were observed exhibited features consistent with tensile overload with a âbroom strawâ appearance. Clean cuts in the cables were performed by the first responders and the recovery personnel and were indicated with orange paint. No indications of a flight control anomaly were discovered during examination. Aileron trim actuator measurements on the right wing correlated to 13Â° trailing edge up deflection. The flaps were severely damaged; the flap actuator measured 5.6 inches, consistent with a near 0Â° flap setting (retracted) at the time of impact.The empennage separated at impact, about 24 inches forward of the horizontal stabilizers. The inboard portions of the vertical stabilizer, and both horizontal stabilizers remained attached to the aft section of the empennage. The elevators and rudder separated at impact. Measurement of the elevator trim actuators correlated to 10Â° trailing edge up on the left side and the right side was 15Â° trailing edge up (nose down trim).The propeller assembly reduction gearbox was severely damaged and exhibited features consistent with impact and rotational damage. Two of the three propeller blades were discovered in the primary impact crater and both blades completely separated from the hub. The blades were severely deformed with s-bending and exhibited chordwise scraping and gouges on the upper camber of the blades. Both propeller blades were fractured and missing about 10 inches of the tips. An extensive search was conducted, for the missing blade but it was not located. Trees leading up tothe main accident site exhibited chopping and slicing features consistent with propeller strikes as the airplane travelled through the trees.The engine exhibited severe impact damage and the compressor section was bent 90Â° from the propeller gearbox. The first stage compressor rotor airfoils and air inlet struts were fractured. The second stage compressor rotor airfoils were bent in the opposite direction of rotation with the compressor stator airfoils bent in the direction of rotation. The first stage planetary gear pins exhibited rubbing damage, and the first stage carrier was scored, and the splined adapter was fractured. All of the damage signatures observed were consistent with engine power at impact.The cockpit and instrument panel were destroyed, however, the throttle quadrant, although damaged, separated at impact and was discovered relatively intact. The emergency power lever was at the mid travel setting, the power lever was about 55% and the propeller control was about 70% forward. The fuel condition lever was full forward.A review of the pilotâs logbook revealed that he had accumulated about 9,000 total hours of flight experience and over 3,000 hours total turbine-powered airplane flight experience; of which, nearly all were in the Cessna 208.The wreckage was retained for further investigation.",Destroyed,"Manoeuvring  (airshow, firefighting, ag.ops.)",Ferry/positioning,Sebastian-Roseland Municipal Airport (X26),"Palatka Municipal/Lt Kay Larkin Field Airport, FL (28J)",0,20800065,Fatalities: 1 / Occupants: 1,Cessna 208A Cargomaster,Eagle Air Transport Inc opb Skydive Palatka,"near Pierson, FL -United States of America",,LOC-I,Loss of control - inflight,0.98
13-Feb-25,Boeing 737-7H4 (WL),N939WN,Southwest Airlines,0,"near San Francisco, CA",non,"On February 13, 2025, Southwest Airlines flight 3338, operating from Metropolitan Oakland International Airport (OAK), Oakland, California, to San Diego International Airport (SAN), San Diego, California, encountered turbulence during descent. One flight attendant (FA) sustained a serious injury.Prior to departure, the flight crew reviewed weather data via the Weather Services International (WSI) and SkyPath applications and noted the possibility of turbulence during climb-out and descent. Flight attendants were briefed to remain seated until further notice.During climb and cruise, the aircraft experienced âlight chop.' After the turbulence cleared, the flight crew permitted flight attendants to begin service. The seatbelt sign was subsequently turned off for passengers, and the remainder of the cruise segment was uneventful. According to the flight crew, they continued to monitor the weather and noted no âmoderate turbulence plots' along the route, though they did observe occasional âlight turbulence plots.'At FL300, prior to descent, the captain reactivated the seatbelt sign and advised passengers to be seated. Shortly thereafter, while descending through scattered clouds between FL300 and FL250, the airplane encountered moderate turbulence. The captain then instructed the FAs to take their seats. According to the FAs, although the flight crew had illuminated the seatbelt sign and briefed passengers via the PA about the impending turbulence, no separate advisory was provided to the cabin crew before the turbulence event.When the turbulence subsided, the flight crew checked on the FAs via the interphone and was informed that one FA had been seriously injured. The captain subsequently requested medical personnel and a manager to meet the flight upon arrival.Probable Cause: The airplane's encounter with moderate turbulence during descent, which resulted in serious injury to a flight attendant.",,En route,Unknown,"Oakland International Airport, CA (OAK/KOAK)","San Diego International Airport, CA (SAN/KSAN)",0,36646/2933,Fatalities: 0 / Occupants: 120,Boeing 737-7H4 (WL),Southwest Airlines,"near San Francisco, CA -United States of America",,LOC-I,Loss of control - inflight,0.9
10-Feb-25,Learjet 35A,N81VN,Chromed in Hollywood Inc,1,"Scottsdale Airport (SDL/KSDL), Scottsdale, AZ",sub,"On February 10, 2025, about 1438 mountain standard time, a Gates Learjet 35A, was substantially damaged when it was involved in an accident near Scottsdale, Arizona. The captain was fatally injured, the first officer (FO) and one passenger were seriously injured, one passenger sustained minor injuries; and an occupant inside a parked airplane sustained serious injuries. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 corporate flight.The captain was the airplaneâs regular pilot, and he had flown with the FO consistently since June. The purpose of the accident flight was to transport the passengers to Arizona for a local event. A review of FAA ADS-B data disclosed that the flight originated from Florida the morning of the accident and made a refueling stop in Austin, Texas. After the airplane was refueled with 440 lbs of JET A, it departed and reached a peak altitude of 41,500 ft mean seal level (msl) as it continued on a northwestern flight path toward Scottsdale. Around 1434:20, at an altitude of 2,800 ft above ground level (agl), the airplane turned onto an extended final approach path to runway 21 at Scottsdale Airport (SDL), Scottsdale, Arizona.Investigators obtained security camera footage and numerous videos from personal cell phone cameras. A witness provided video taken from a golf course near the final approach path that captured the airplane for 11 seconds starting at 1437:52. The airplane can be seen on final approach with the left landing gear trailing aft from its normal position. Additionally, there is a circular bright spot seen above the landing gear strut, consistent with the landing gear light illuminating the bottom of the wing flap and the landing gear strut positioned facing aft.A review of surveillance videos and ADS-B data showed that at 1438:16, the airplane touched down on runway 21 just before the aiming point markings with full flaps extended. It immediately entered a leftwing-low attitude and began veering left, exiting the runway surface. The airplane traveled over the rock-covered runway-safety-area islands located between the runway and taxiways. The airplane crossed Taxiway Bravo, collided with the windsock, and entered the ramp area where it struck the right side of a parked Gulfstream G200. The airplane was not equipped with thrust reversers and the drag chute was not deployed.Security camera recordings showed that the airplane came to rest at 1438:36 with the nose embedded between the right side of the Gulfstreamâs fuselage and the inboard trailing edge of the right wing. The engines on the accident airplane continued to operate. The airportâs emergency response fire truck arrived at 1440:53 and sprayed fire retardant on the front of the G200 about 5 minutes later. The passengers reported that the right-seated passenger (wearing a seatbelt) regained consciousness first and woke up the left-seated passenger who had been thrown forward in the passenger cabin. The Scottsdale Fire Department arrived on-scene about 1447:30. The right-seated passenger eventually was able to remove the right emergency exit and at 1448:37, with the right engine still running, she egressed over the right wing carrying two small dogs. She then turned back and went to retrieve the second passenger. At 1458:11 the airport fire truck sprayed foam on the right engine to shut it down and the FO was removed from the cockpit about 1700 and transported to the hospital.The airplane is equipped with a retractable, tricycle landing gear that is electrically controlled and hydraulically actuated. Each main gear assembly consists of a conventional oleo shock strut, dual forged wheels with multiple-disc brakes, a main gear actuator, and inboard/outboard doors hinged at the wing structure. The assembly attaches to the airplane structure through trunnion pins, with striker plates on the trunnions to actuate microswitches. The aft trunnion pins are positioned with the shoulder abutting the aft trunnion fitting (located on spar #7) and the body is aligned forward through a bushing (where there is a grease hole on the pin) and into the aft trunnion casting. There are shims that are placed on the pin and positioned on both sides of the aft trunnion fitting to ensure adequate movement. The pin is secured to the trunnion with a retention bolt that goes through the striker bracket, trunnion, and the pinâs retention bolt holes, which is then affixed with a castellated nut and cotter pin.The left main landing gear came to rest on Taxiway Bravo 10 adjacent to Taxiway Bravo. The forward trunnion pin remained secured in the forward trunnion casting. The aft trunnion pin was not present within the trunnion casting, though the retaining bolt with striker bracket was secured with the castle nut and cotter pin. The actuator remained connected to the strut, but the inboard attachment point was no longer fastened to the airframe. The right main landing gear remained attached to the airframe and was in the down and locked position with the outboard gear door separated and located within the debris field and the inboard door in the locked position.The left outboard gear door was not located. The inboard landing gear door was not in the uplock position. Examination of the left wheel well revealed that the aft trunnion pin was still in the aft trunnion fitting (located on spar #7) with no forward shims located. Removal of the access panel adjacent to the aft trunnion fitting gave investigators visual access to the aft trunnion pinâs shoulder and the aft shims. There was an excessive amount of grease piled below the pin.The same flight crew for the accident flight had a landing mishap on June 20, 2024 in McAlester, Oklahoma. A video of the event revealed that the airplane landed hard just short of the runway surface and bounced several times. As a result of the hard landing, both left main landing gear tires burst. The pilot hired a mechanic, who had worked on the airplane when it was owned by the previous owner, to perform a hard landing inspection on the airplane. During an interview with the mechanic, he stated that after obtaining a flight permit and repositioning the airplane to his facility, he removed both main landing gear to facilitate the pertinent eddy-current inspections that were required. He stated he followed the maintenance manual for all of the work he performed.The Learjet manual specifies that installation of the main gear strut begins by securing the forward trunnion pin. The mechanic then should raise the shock strut so that the forward trunnion pin engages in the forward bearing. Thereafter, the mechanic should align the trunnion with the aft trunnion fitting. The same number of shims as previously removed should be placed onto the aft trunnion pin before inserting it from the aft side of spar 7 and then into the trunnion casing, ensuring all shims remain undamaged. A temporary bolt is installed on the shoulder area of the aft trunnion pin to check tolerances, after which the bolt is removed to insert the striker bracket. Finally, the mechanic secures the retaining bolt (with attached Zerk fitting) through the aft trunnion pin and trunnion casing with a nut and cotter pin on the other side. The mechanic then must check the tolerance between the aft trunnion casing and aft trunnion fitting. Thereafter, grease is added through the Zerk fitting to migrate through the pin and grease the bushing through the grease hole.Investigators took measurements of the aft trunnion pin shoulder protrusion off the aft trunnion fitting if it was not engaged fully forward into the trunnion casing. If the bolt is secured before engaging the pin in the trunnion casing then the grease hole could be aft of the bushing allowing grease to escape outside the pin, into the wing bay behind spar #7. With the adjacent access panel removed, using a mirror, the pin can visibly be seen not making contact with the aft trunnion fitting when it is not fully pushed into the trunnion casing The NTSB is aware of at least three other prior events where a Learjet landing gear had disconnected from the airframe because the retaining bolt was not engaged through the aft trunnion pin.The airplane flight time and cycles between the maintenance conducted following the June 2024 incident, and the accident flight are unknown. A mechanic who performed the landing gear servicing in December 2024 stated that nothing appeared unusual but remarked that the left landing gear took an excessive amount of grease.The flight crew did not make any radio calls indicating they were aware that the landing gear may not be operating correctly. The landing gear control panel is located on the right side of the center instrument panel. It features three red UNSAFE lights, three green LOCKED DOWN lights, and the landing gear selector switch. A down-and-locked switch on each actuator housing illuminates the corresponding green LOCKED DOWN light when the gear is fully deployed. If the actuator is not locked, the light remains off. Each main gearâs red UNSAFE light is triggered by a microswitch on the inboard gear door; the light shows when the door is open and turns off when the door closes.",Substantial,Landing,Executive,"Austin-Bergstrom International Airport, TX (AUS/KAUS)","Scottsdale Airport, AZ (SCF/KSDL)",0,652,Fatalities: 1 / Occupants: 4,Learjet 35A,Chromed in Hollywood Inc,"Scottsdale Airport (SDL/KSDL), Scottsdale, AZ -United States of America",,AMAN,Abrupt maneuvre,0.95
10-Feb-25,Antonov An-26B-100,UR-ELB,"Air Urga, opf United Nations - UN",0,N'Délé Airport (NDL),sub,"An Antonov An-26, UR-ELB, collided with an embankment while on approach to runway 17 at N'DÃ©lÃ© Airport (NDL).This resulted in the destruction of the left main landing gear and subsequent runway excursion after landing. As a result of the accident, the aircraft sustained significant damage, and three out of six crew members sustained injuries and were hospitalized.",Substantial,Landing,Cargo,Bangui Airport (BGF/FEFF),NdÃ©lÃ© Airport (NDL/FEFN),0,14005,Fatalities: 0 / Occupants: 6,Antonov An-26B-100,"Air Urga, opf United Nations",N'DÃ©lÃ© Airport (NDL) -Central African Republic,,GCOL,Ground Collision,0.99
3-Feb-25,Boeing 737 MAX 8,C-FZXI,Sunwing Airlines,0,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",sub,"Sunwing Airlines flight WG7182, a Boeing 737 MAX 8 was being pushed back from the gate at infield terminal at Toronto-Pearson International Airport, ON (YYZ) when the tail cone hit a blast fence. The flight and ground crew were not aware of the impact until after the aircraft had been pulled forward and a normal engine start.The damage to the tail cone was noticed by the ground crew. The tug was disconnected and the aircraft taxied back into position at the gate.Sunwing maintenance found damage to the aircraft tail cone, the APU exhaust duct muffler, and the lower aft heat blanket. The aircraft was repaired and resumed service on 11 February 2025.","Substantial, repaired",Pushback / towing,Passenger - Scheduled,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",RÃ­o Hato-Scarlett Martinez International Airport (RIH/MPSM),0,62883/7893,Fatalities: 0 / Occupants:,Boeing 737 MAX 8,Sunwing Airlines,"Toronto-Pearson International Airport, ON (YYZ/CYYZ) -Canada",,GCOL,Ground Collision,0.99
1-Feb-25,Lockheed C-130A Hercules,N466TM,TBM Inc,0,"near Daggett, CA",non,"The operator reported that while conducting a high-altitude airdrop test, the 25,000lb airdrop package prematurely released while the airplane was maneuvering. The airdrop package extraction parachute did not deploy, and the package exited the rear of the airplane slowly, resulting in an excessive pitch-up and right yaw of the airplane. After the airdrop package exited the cargo door, the airplane pitched down violently, resulting in serious injuries to two crew members located in the cargo compartment. The aircraft returned to the airport without further incident. A post accident inspection revealed no aircraft damage and that the cargo locks were set improperly during loading.The operator reported that the airplane had no pre accident mechanical malfunctions or failures that would have precluded normal operation.Probable Cause: An inflight upset due to an improperly secured load that resulted in serious injuries.",,"Manoeuvring  (airshow, firefighting, ag.ops.)",Training,"Blythe Airport, CA (BLH/KBLH)","Blythe Airport, CA (BLH/KBLH)",0,182-3173,Fatalities: 0 / Occupants: 8,Lockheed C-130A Hercules,TBM Inc,"near Daggett, CA -United States of America",,LOC-I,Loss of control - inflight,0.95
1-Feb-25,Bombardier CRJ-200LR,N420AW,"American Eagle, opb Air Wisconsin",0,"Chicago O’Hare International Airport (ORD/KORD), Chicago, IL",sub,"A serious injury was sustained by a tug driver following a collision with the left wing of Air Wisconsin flight 6181, a CRJ-200, during taxi operations at Chicago OâHare International Airport (ORD). No injuries were reported among the airplaneâs crew or passengers. Night visual meteorological conditions (VMC) prevailed at the time of the accident.Flight 6181 landed at ORD and was initially held at the B Pad for an open gate. Once cleared, the aircraft proceeded southbound on Taxiway A under a standard clearance. The first officer was actively monitoring both ramp and ground control frequencies during the taxi.The captain reported first observing the tug on Taxiway B as the tug began crossing at the access road. The tug appeared to be slowing down suggesting an intent to stop. The captain could not recall whether the tugâs headlights were illuminated and believed he saw the vehicle using ambient lighting.After briefly diverting attention toward the gate area, the captain looked back and recognized an imminent collision with the tug. Braking was initiated immediately by the captain, but the impact occurred shortly thereafter. The captain described the impact as ânot that badâ and believed the tug had struck the wingtip. The flight crew then communicated with the flight attendants, followed by dispatch via the Aircraft Communications Addressing and Reporting System (ACARS).According to the tug driver, while returning from the international terminal, the vehicle approached the service road leading to the L gates. Before entering the road and crossing taxiway B, the tug came to a complete stop at the designated stop sign and the driver observed an airplane taxiing outbound on Taxiway B. The driver checked both directions and waited until the outbound aircraft cleared the taxiway. The driver also verified that no aircraft were approaching from behind or the opposite direction before proceeding to cross the taxiways (A&B).The driver stated that as the tug was crossing the taxiways, the left wing of flight 6181, approaching on taxiway A, was not visible until the last moment, leaving insufficient time to react. He also noted the absence of a nose-gear light on flight 6181, which may have contributed to the tug driver not detecting the presence of flight 6181 before the collision.The collision resulted in the tug overturning and trapping the driver, leading to serious injury. Post-flight inspection revealed substantial damage to the leading-edge front spar of the airplaneâs left wing. The tug driver emphasized that had he been aware of the airplaneâs presence, he would not have entered the intersection.According to the Chicago Department of Aviation (CDA) ground motor vehicle operating regulations manual, dated August 2023, a driver must stop prior to initiating the crossing of the taxiways A, B, and V to determine if the crossing could be accomplished without stopping in the islands between the taxiways. Vehicles on service roads must yield to vehicles crossing taxiways.Probable Cause: The tug driverâs failure to ensure the taxiway was clear of aircraft prior to crossing, resulting in a collision with the left wing of the taxiing aircraft. Contributing to the accident was the limited visibility of the aircraft due to ambient lighting conditions and the absence of the aircraftâs nose-gear light, which reduced the tug driverâs ability to detect the aircraftâs presence in time to avoid the collision.",Substantial,Taxi,Passenger - Scheduled,"Kalamazoo-Battle Creek International Airport, MI (AZO/AZO)","Chicago-O'Hare International Airport, IL (ORD/KORD)",0,7640,Fatalities: 0 / Occupants: 13,Bombardier CRJ-200LR,"American Eagle, opb Air Wisconsin","Chicago OâHare International Airport (ORD/KORD), Chicago, IL -United States of America",,GCOL,Ground Collision,0.99
31-Jan-25,Learjet 55,XA-UCI,Med Jets SA de CV dba Jet Rescue,6+2,"near North Philadelphia Airport (PNE/KPNE), Philadelphia, PA",w/o,"On January 31, 2025, at 1807 eastern standard time, a Learjet 55 airplane, Mexican registration XA-UCI (call sign MTS056) was destroyed when it was involved in an accident in Philadelphia, Pennsylvania. The two pilots, two medical crewmembers, and two passengers were fatally injured. One person on the ground was fatally injured, 4 people were seriously injured, and 20 people incurred minor injuries. The airplane was operated as a Title 14 Code of Federal Regulations Part 129 air ambulance flight.Preliminary ADS-B flight track data obtained from the Federal Aviation Administration revealed that the flight departed runway 24 at Northeast Philadelphia Airport (PNE), Philadelphia, Pennsylvania, about 1806, with the intended destination of Springfield-Branson National Airport (SGF), Springfield, Missouri. The airplane proceeded to the southwest before it turned right slightly and then entered a gradual left turn. The airplane continued in the left turn and reached an altitude of 1,650 ft mean sea level (airport elevation was 119 ft). The track data ended at 1807, at 1,275 ft msl, and at 242 knots ground speed. The duration of the flight was about 1 minute.The flight crew was in communication with the PNE air traffic control tower at the time of the accident and there were no distress calls received from the flight crew.The airplane initially impacted a concrete sidewalk in a residential and commercial area. Security camera videos depicted a large explosion associated with the initial impact. The wreckage debris field was about 1,410 ft in length and 840 ft wide, oriented on a magnetic heading of about 150°. The airplane impacted a commercial sign during its descent, and the calculated descent angle based on the height of the observed damage to the sign was about 22°. The wreckage was highly fragmented. Wreckage and debris penetrated numerous homes, commercial buildings, and vehicles in the area, resulting in extensive fire and impact damage.The airplane was equipped with a cockpit voice recorder (CVR). The CVR was recovered from the initial impact crater under 8 ft of soil and debris and was sent to the NTSB Vehicle Recorders Laboratory, Washington, DC, for processing and readout. The recorder displayed significant impact-related damage as well as liquid ingress. After extensive repair and cleaning, the 30-minute-long tape-based recording medium was auditioned to determine its contents. The CVR did not record the accident flight and during the audition it was determined that the CVR had likely not been recording audio for several years.The airplane was also equipped with an Enhanced Ground Proximity Warning System (EGPWS). The EGPWS computer, which may contain flight data in its nonvolatile memory, was shipped to the manufacturer’s facility for evaluation and to determine whether any relevant flight data could be recovered. At the time of the writing of this report, that evaluation was ongoing.Night, instrument meteorological conditions prevailed at PNE at the time of the accident, including an overcast ceiling at 400 ft above ground level, wind from 220° at 9 knots, and 6 statute miles visibility.The pilot-in-command held an airline transport pilot certificate with ratings for airplane multiengine land and instrument airplane. He also held a medical certificate issued by Mexico’s Agencia Federal de Aviación Civil (AFAC). The operator reported that he had accumulated 9,200 total hours of flight experience. The second-in-command pilot held a commercial pilot certificate with single-engine land, multiengine land, and instrument privileges. He also held a medical certificate issued by AFAC. The operator reported that he had accumulated 2,600 total hours of flight experience. Both pilots held a type rating for the Learjet 55.The wreckage was recovered from the accident site and retained for further examination.",Destroyed,Initial climb,Ambulance,"Philadelphia-North Philadelphia Airport, PA (PNE/KPNE)","Springfield-Branson National Airport, MO (SGF/KSGF)",2,55-032,Fatalities: 6 / Occupants: 6,Learjet 55,Med Jets SA de CV dba Jet Rescue,"near North Philadelphia Airport (PNE/KPNE), Philadelphia, PA -United States of America",,LOC-I,Loss of control - inflight,0.9
